Name,Num of works
"AOCS, Management Group",1
"Aoki, Naoko",4
"Aparakkakankanamage, Ayesha",1
"Aparicio-Ting, Fabiola E.",1
"Apel, Robert",1
"Apergi, Lida Anna",1
"Apiratikul, Paveen",1
"Apodaca, Cecilia",1
"Apon, Daniel Christopher",1
"Aponte, Laura",1
"Apovian, Caroline M",1
"Appanam Karakkad, Jayakrishnan Appanam",1
"Appel, Benjamin",1
"Appel, L J",1
"Appel, Lawrence J.",1
"Appel, Michelle",1
"Appel, Rachel",1
"Appel-Silbaugh, Cara",1
"Appiah, Stephan",1
"Apple, Jude Kolb",1
"Applegate, Katherine L",1
"Appleton, Nicholas Ryan",1
"Ara, Jawshan",1
"ARAAR, ABDELKRIM",1
"Arafa, Ahmed",1
"Arafin, Md Tanvir",1
"Arai, Keiko",1
"Arakelyan, Ilya",1
"Aramoon, Ehsan",1
"Arana-Chavez, David",1
"Aranda, Veronica",1
"Araneda, Ricardo C.",2
"Arapostathis, Aristotle",7
"Araujo, Juliana",1
"Aravindakshan, Ashwin",1
"Arbatov, Alexei",1
"Arbaugh, William",3
"Arbaugh, William A.",6
"Arbelaez, Jose J",1
"Arbelaez, Jose J.",2
"Arbman, Gunner",1
"Arbogast, Allan D",1
"Arbuckle, Norma Jean",1
"Arbury, David Bryant",1
"Arbuthnot, Jessica",1
"Arcement, Lee",1
"Archer, Gregory Jude",2
"Archer, Joanne",13
"archer, sean stacey",1
"Arcot, Vishnu Charan",1
"Arcury, Thomas A",1
"Ard, J",1
"Ardo, Shane Adam",1
"Arellano, Alan Bryan",1
"Arena, Marco Antonio",1
"Arena, Olivia",1
"Arenberg, David",1
"Arendt Jr., Michael James",1
"Arens, Zachary Glenn",1
"Arenson, Melanie",1
"Arevalo, Jr., Ricardo David",1
"Arghode, Vaibhav Kumar",1
"Argin, Sanem",1
"Arguedas Rodriguez, Felix Ruben",1
"Argyropoulos, George",1
"Aria, Amin",1
"Arias, Elizabeth",2
"Arias, L. Lorena",1
"Arie, Martinus",1
"Arie, Martinus Adrian",2
"Arikoglu, Sahin",1
"Arillo-Santillan, Edna",1
"Aris, Aleks",3
"Arisha, Khaled A.",3
"Arispe, Susana Carolina",1
"Ariyaratne, Arjuna",1
"Arku, Kwansma",1
"Armani, Michael D.",1
"Armani, Michael Daniel",1
"Armbruster, Curt Joseph",2
"Armen, Jerald",1
"Armenta Reales, Armando Jose",1
"Armfield, Patricia Anne",1
"Armin, Julie",1
"Armitage, David T., Jr.",1
"Armstrong II, David",1
"Armstrong, Andrea",1
"Armstrong, Bruce",1
"Armstrong, C.",4
"Armstrong, C.S.",4
"Armstrong, Connor",1
"Armstrong, D.S.",4
"Armstrong, Dana Lynne",2
"Armstrong, Katrina",3
"Armstrong, Kim",1
"Armstrong, Laura Dawn",1
"Armstrong, Ronald",1
"Arnaud, Cybele",1
"Arnaud, Cybèle",1
"Arndt, Jordan",1
"Arnett, D",1
"Arnett, Donna K.",1
"Arniella, Guedy",1
"Arnold, Alison Reese",1
"Arnold, Bryan",1
"Arnold, Christine Marie",1
"Arnold, Delbert Donald",1
"Arnold, Julie",1
"Arnold, R.G.",4
"Arnold, Ry",1
"Aroian, K. J.",1
"Aromi, Jose Daniel",1
"Aron, Laudan",1
"Aronova, Maria A",1
"Aronson, Erica Rachel",1
"Aronson, Isaak",1
"Aronson, Jacob",1
"Aronson, Robert E",1
"Aroom, Kameron Reza",1
"Arora, Anubhav",5
"Arora, Vivek",3
"Arozullah, Ahsan M",1
"Arraiz, Irani",1
"Arras-Boyd, Rita",1
"Arreaza-Tamayo, Rafael",1
"Arredondo, Elva M",1
"Arrindell, Nicholas John Jr.",1
"Arrington, J.",22
"Arrington, Myles",1
"Arriola, PhD, MPH, Kimberly R.J.",1
"Arroll, Bruce",1
"Arrom, Jose O",1
"Arscott, George Henry",1
"Arseneau, Julie",2
"Artaza, Jorge N.",1
"Arthur, Michelle Lynn",1
"Arthurs, Natalie Marie",1
"Artigiani, Eleanor Erin",1
"Artinian, Nancy",1
"Artinian, Nancy T",2
"Artinian, Nancy T.",1
"Artuso, Ryan Domenick",1
"Artzi, Lauren",1
"Arumugasaamy, Navein",1
"Arunkumar, Nandini",1
"Arves, Stephen Conrad",1
"Arvey, Sarah R.",1
"Arvieux, J.",9
"Arya, Arjun",1
"Arya, Chandamany",1
"Arya, Sunil",1
"Aryangat, Suresh",3
"Asada, Minoru",1
"Asadabadi, Ali",1
"Asadabadi, Arash",1
"Asadi, Nima",1
"Asahi, Toshiyuki",2
"Asai, David J.",1
"Asamoah, Michael",1
"Asaturyan, R.",3
"Asay, Penelope",1
"Asbjornsen, O.A.",4
"Asch, David A.",1
"Asch, Steven M.",1
"Aschebrook-Kilfoy, B.",1
"Aschenbach, Konrad Hsu",1
"Asendorf, Nick",1
"Asfari, Sarah",1
"Asgari, Sima",2
"Asgarov, Asgar Movsum",1
"Ash, C.",1
"Ash, Richard",1
"Ash-Morgan, Lauren Rebecca",1
"Ashai, Shereen",2
"ASHE, MARICE",1
"Ashenden, Stuart",1
"Ashida, Sato",2
"Ashkanazy, Julia",1
"Ashktorab, Zahra",2
"Ashley, Erin Mack",1
"Ashlock, Jennifer",1
"Ashman , Jill J.",1
"Ashmun, Sarah C.",1
"Ashour, Fayrouz A.",1
"Ashtari Abay, Negar",1
"Ashworth, Kevin",1
"Ashworth, Megan",1
"Asif, Ammara",1
"Askari Farahani, Alex Farbod",1
"ASKOV, EUNICE",1
"Asnaashari, Mehdi",1
"Assaad, Lily",1
"Assad, Arjang A.",1
"Assaf, Musaid A",1
"Assai, Mohammad",1
"Assamagan, K.",5
"Assamagan, K.A.",5
"Assini Meytin, Luciana C.",1
"Assmann, Karin",1
"Asson, Bryan Jonathan",1
"Astler, Douglas",1
"Astone, Nan M.",1
"Asudegi, Mona",2
"Asuncion, Victor",1
"Atahan, Sule",1
"Atalay, Zeynep",1
"Atalay-Satoglu, Fatma Betul",1
"Atalig, Jane Rase",1
"Atalla, Anthony",1
"Atallah, George C.",5
"Atapattu, Ranga",1
"Atencio-Bacayon, Jennifer",1
"Athanasiou, Evangeline Katerina",1
"Athas, Jasmin",1
"Athavale, Prashant Vinayak",1
"Athreya, Dwijavanti",1
"Atiani, Serin",1
"Atienza, Audie",1
"Atkins, Leslie Jill",1
"Atkins, Sharona M.",1
"Atkinson, Alexandra Nicole",1
"Atkinson, Jonnae O",1
"Atkinson, Marlin J.",5
"Atkinson, Nancy L",1
"Atkinson, Peter W",1
"Atlas, Daniel",1
"Atlas, Ronald",1
"Atlee, Joanne",1
"Atmaca, Abdullah",1
"Atre, Vinita",2
"Attar, Wiam",1
"Attipoe, Selasi",1
"Atulasimha, Jayasimha",1
"Atwal, Parmeeth S",1
"Atwell Seate, Anita",1
"Au, Brandon",1
"Au, Jennifer",1
"Au, Randy",2
"Au, Tsz-Chiu",2
"Au-Yeung, Enrico",1
"Aubrey, Elizabeth",1
"Auchincloss, Amy H.",1
"Audage, Natalie C.",1
"Auerbach, Aaron",1
"Auerbach, Andrew D.",1
"Aufderheide, Tom",1
"Augenstain, Donald R.",1
"Augenstein, Tara M",1
"Augenstein, Tara Marie",1
"Aughenbaugh, Kendall",1
"augrom, faith melissa",1
"August, K. J.",1
"August, Kristin J.",2
"Augustyn, Megan Bears",1
"Aujesky, Drahomir",1
"Auld, M. Elaine",1
"Aulicino, David",1
"AULT, ALICIA",1
"Ault, Edmund Barry",1
"Auslander, Noam",1
"Auslander, W.",1
"Auslander, Wendy",1
"Auslander, Wendy F.",1
"Austin, Damon",2
"Austin, Lucinda",2
"Austin, Mark",20
"Austin, Mark A.",1
"Austin, P.",1
"Austin, Valarie R.",1
"Ausubel, Lawrence M.",7
"Aute, Vikrant Chandramohan",1
"Auth, Eric",1
"Auvil, Elise Marie",1
"Auxier, Brooke Elizabeth",2
"Auyoung, Mona",1
"Avara, Mark James",1
"Avelar, Belen",1
"Avellan, Leopoldo Martin",1
"Avenson, Brad",1
"Averett, T.",10
"Avery, C.",1
"Avery, Dawn",1
"Avery, S.",5
"Avetisyan, Hakob",1
"Avila, Magdalena",1
"Avin, Uri",1
"Avis, Nancy",1
"Avizienis, Algirdas",1
"Avramov, Doron",2
"Avrithi, Kleio",1
"Awad, Ehab",1
"Awan, Fareed",1
"Awan, Sana Mehmood",1
"Awerbuch, Tamara",1
"Awkei, Senemeh",1
"Awoke, Girum Siraw",1
"Awokoya, Janet Tolulope",1
"Awowale, Adeola",1
"Axe, Jennifer",1
"Axelrod, Adam",1
"Axelsson, Christen K.",1
"Ayadi, M Femi",1
"Ayala, C",1
"Ayala, Carma",1
"Ayala, Guadalupe X",2
"Ayan, Necip Fazil",2
"Ayanbule, Kunmi",1
"Ayanian, John Z",4
"AYANIAN, JOHN Z.",1
"Ayanian, John Z.",2
"Aydilek, Ahmet",1
"AYEBAE, JADA-MERCY",1
"Ayepola, Olayemi O",1
"Ayers, Emily Mitchell",1
"Ayers, Stephanie L",1
"Ayers, William",1
"Ayesh, Kevin Bradley",1
"Ayewah, Nathaniel",1
"Ayhan, Samet",1
"Ayiku, Tiffany Quiana",1
"Ayinde, Andrea",1
"Aylward, Stephen Richard",1
"Ayodeji, Ganiyat K.",1
"Ayotte, Brian J",1
"Ayres, Daniel L.",1
"Aysan, Ahmet Faruk",1
"AYSIN, KEMAL KORAY",1
"Aytekin, Murat",1
"Ayvali, Elif",1
"Ayyagari, Deepak",1
"Ayyagari, Meghana",1
"Ayyagari, P.",1
"Ayyagari, Sriramya",1
"Ayyagari, Veeresh",1
"Ayyub, Omar",1
"Azar, Kristen M.J.",1
"Azarbayejani, Bobak",1
"Azarbayejani, Bobby",1
"Azari, Haleh",1
"Azari, Rahman",1
"Azarkhail, Mohammadreza",1
"Azarkhil, Mandana",1
"Azarm, Shapour",20
"Azatov, Aleksandr",1
"Azatov, Mikheil",1
"Azem, Andrea Sabrije",1
"Azen, Stanley",1
"Azen, Stanley P.",2
"Azimi-Sadjadi, Babak",2
"Azogue, Sharon",1
"Baage, Silvia",1
"Babadi, Behtash",1
"Baballari, Eni",1
"Babana-Hampton, Safoi",1
"Babaturk, Leyla",1
"Babcock-Ellis, Aimee",1
"Baber, Willie L",1
"Babiarz, Jennifer J.",1
"Babich, Timothy A.",1
"Babiuch-Hall, Jan",1
"Babu, Lonna",1
"Babu, Maya",1
"Babu, Suryadevara V.",1
"Babu, Taarika",1
"Babuska, Ivo M.",1
"Baby, Thomas",1
"Bacalocostantis, Irene",1
"Baccelli, Francois",3
"Baccus, Ayanna Asha",1
"Bach, Eviatar",1
"Bach, Paul Leonard",1
"Bach, Peter B",1
"Bach, Stephen Hilliard",1
"Bachkosky, John VI",1
"Bachman, Colleen McCleary",1
"Bachman, Jenna Nicole",1
"Bachman, Matthew Thomas",1
"Bachmann, Christopher",1
"Bachta, Edward",1
"Bachtell, Kate",2
"Bachurski, Cindy J.",1
"Bachvaroff, Tsvetan Radoslavov",1
"Back, Andrew D.",2
"Backenstoss, Ross Elwood",1
"BACKMAN, DESIREE",1
"Backstedt, Brian",1
"Bacon, Jennifer Nicole",1
"Bacon, Sarah Nicholson",1
"Baczynski, Kathleen",1
"Badam, Sriram Karthik",1
"Badami, Nikhil",1
"Badawy, Abdel-Hameed A.",3
"Baden, Jane",1
"Baden, Randy",2
"Bader, Alfred",1
"Bader, D.",1
"Bader, David A.",10
"Bader, James A",1
"Badertscher, Eden Meredith",1
"Badger, Jonathan H.",1
"Badland, Hannah M.",1
"Bado-Aleman, Jennifer",1
"Badr, Celine",1
"Badrya, Camli",1
"Bae, Geum-Joo",1
"Bae, Hyungdae",1
"Bae, Kichung",1
"BAE, KYOUNG HUN",1
"Bae, Mihae",1
"Bae, S.",1
"Bae, Seokjin",2
"Bae, Sooyoung",1
"Baehrecke, Eric H.",1
"Baek, Hye-Soo",1
"Baek, Seung-Jong",1
"Baek, Seunghyun",1
"Baekgaard, Lars",1
"Baer, H. J.",1
"Baer, Nicholas Arthur",1
"Baez, A",1
"Baezconde-Garbanati, Lourdes",1
"Baezconde-Garbanati, Lourdes A.",1
"Baezcondi-Garbanati, Lourdes",1
"Baffoe-Bonnie, Agnes",1
"Bagaipo, Jupiter",1
"Bagal, Anand",1
"Bagdouri, Mossaab",1
"Baggett, Erin",1
"Baggetta, Peter",1
"Baggio, Michele",1
"Baghaei, Babak",1
"Bagheri, Tanya",1
"Baginski, Maureen",1
"Bagley, Paul M.",1
"Bagot, Kara S.",1
"Baguelin, Marc",1
"Bah, Alseny",1
"Bahadur, Raj",1
"Bahadur, Sudhanshu",2
"Baharani, Ajay Kumar",1
"Bahari, Seyed Farshad",1
"Bahat, Omri",3
"Bahl, Shikha",1
"Bahmanjah, Soheila",1
"Bahnson, Judy L.",2
"Bahr, Ian",1
"Bahr, Peter Riley",1
"Bai, Gang",1
"Bai, Hailong",1
"Bai, Hao",1
"Bai, Huizhi",1
"Bai, Linjia",1
"Bai, Qiang",2
"Bai, Ruiliang",1
"Bai, Wei",2
"Bai, Xia",1
"Bai, Ying",2
"Bai, Yu",1
"Bai, Z.",1
"Baick, In Hak",1
"Baicker, Katherine",1
"Baidas, Mohammed Wael",1
"Baig, Zubair",1
"Baikusheva, S",1
"Bail, Amelie Paulette",1
"Bailey, Christine",1
"Bailey, Gail",1
"Bailey, Gail C.",1
"Bailey, J.",1
"Bailey, K.",7
"BAILEY, MEGAN",1
"Bailey, Paul Dean",1
"Bailey, S Hop",1
"Bailey, S.L.",4
"Bailey-Goldschmidt, Janice",2
"Bailey-Wilson, Joan",1
"Bailin, Deborah",1
"Bailoni, Elena Rose",1
"Bailor, Alexander",1
"Bain Butler, Donna Patricia",1
"Bain, Carolyn",1
"Baiocchi, Giovanni",1
"Bair, Woei-Nan",1
"Baird, Donna D.",1
"Baitman, Benjamin",1
"Bajcsy, Andrea",1
"BAKALAR, NICHOLAS",1
"Bakay, Marina",2
"Baker III, Edward Bigelow",1
"Baker, Austin",1
"Baker, Bradley Edward",1
"Baker, Bryann Renee",2
"Baker, Corie",1
"Baker, Craig",2
"Baker, Daniel N.",1
"Baker, David W.",1
"Baker, David W., MD, MPH",1
"Baker, Dennis J.",2
"Baker, E. A.",1
"baker, eric",1
"Baker, F. Terry",1
"Baker, Graham",1
"Baker, Hannah Marie",1
"Baker, Henry H.",1
"Baker, Joseph",1
"Baker, Kathryn",3
"Baker, Kellan",1
"Baker, Lisa",1
"Baker, Margaret Anne",1
"Baker, Matthew Daniel",1
"Baker, Mitchell B.",1
"Baker, O.K.",9
"Baker, Patrick Terry",1
"Baker, R. B.",1
"Baker, R. S.",1
"Baker, Richard",3
"Baker, Richard C",1
"Baker, Richard H.",1
"Baker, Richard S",1
"Baker, Robert B",1
"Baker, Sandra Ann",1
"Baker, Shamim M.",1
"Baker, Sonia",1
"Baker, Tamara A",1
"Baker, Tamara A.",2
"Baker, Taylor Norene",1
"Bakhru, Rima",1
"Bakhshi, Roozbeh",2
"Bakhtiari, E.",1
"Bakhtiari, Sasan",3
"Bakker, Jessie P.",1
"Bakker, Rembrandt",1
"Baknina, Abdulrahman Mohamed Hanafy Mahmoud",1
"Bakousheva, Svetla P.",1
"Baksh, Anita",1
"Balady, Stephen Mehl",1
"Balajthy, Jon",1
"Balakrishnan, Nitish",1
"Balakrishnan, Uttara",1
"Balakrishnan, V.",2
"Balakrisnan, Bavani",1
"Balar, Rama Ashok",1
"Balaram, Sathvik",1
"Balas, B",1
"Balasia, Beth",1
"Balasubramanian, Sundar",2
"Balbas, Jorge",1
"Balca'zar, Héctor",1
"Balcazar, Hector",1
"Balci, Hamza",1
"Balci, Selin",1
"Balci, Yilmaz",1
"Balduff, Danielle Marie",1
"Baldursdottir, Bara",1
"Baldwin, Andrew H.",2
"Baldwin, Brandi",1
"Baldwin, Chris",1
"Baldwin, Dee M",1
"Baldwin, Emory Luce",1
"Baldwin, L.-M.",1
"Baldwin, Laura-Mae",1
"Baldwin, Ransom L.",1
"Baldwin, Willis Harford",1
"Bales, Patrick",1
"Bales, Robert",1
"Bales, Virginia S",1
"Balf, Noa",1
"Baliga, Prabhakar",1
"Balijepalli, Arvind K.",1
"Balikov, Molly Elizabeth",1
"Balise, Raymond R., PhD",1
"Balk, Eliana M.",1
"Balkan, Aydin O.",3
"Balkan, Aydin Osman",1
"Ball, J.",2
"Ball, Jared",1
"Ball, Michael O.",30
"Ball, Owen Matthew",1
"Ball, Sarah",1
"Ball-Rokeach, Sandra J",1
"Ballantyne, David J.",1
"Ballard, Andrew James",1
"Ballard, Cody James",1
"Ballard, Denise",1
"Ballard-Barbash, Rachel",2
"Ballena, David Enrique",1
"Ballentine, Holly",1
"Ballentine, Sean Frederick",1
"Ballestad, Heather",1
"Ballew, Joshua Thomas",1
"Ballinger, Dennis G.",1
"Ballinger, Lori",1
"Ballintijn, Gerco",1
"Ballouz, Ronald",1
"Balluz, Lina",1
"Balluz, LS",1
"Baloch, Kamal Hussain",1
"Balogh, Zsolt",1
"Balon, Daniello Garma",1
"Balsa, Ana I",1
"Balsam, Joshua",1
"Balsbaugh, Thomas",1
"Baltrus, Peter",1
"Baltzly, Vaughn Bryan",1
"Baluha, Daniel Robert",1
"Balwanz, David",1
"Bambha, Neal Kumar",1
"Bambra, Clare",1
"Bamgbose, Adebola O.",1
"Ban, Cornel",1
"Ban, X.",1
"Banaji, Mahzarin R.",1
"Banakar, Vinita",1
"Banalopoulou, Christina",1
"Banavai, Rahidah",1
"Banavar, Jayanth R.",1
"Banawan, Karim",1
"Banda, Deliya Rose",1
"Banda, Jorge A",1
"Bandeh-Ahmadi, Ayeh",1
"BANDI, SRUTHI",1
"Banducci, Anne Nicole",2
"Bandukwala, Abbas Quresh",1
"Bandy, Carol Diahann",1
"Bandyopadhyay, Alankar",1
"Bandyopadhyay, Amrit",1
"Bandyopadhyay, Surjo",1
"Bane, Mary Jo",1
"Bane, Pallas",1
"Banege, Lionel",3
"Banerjee, Anand",1
"Banerjee, Aranya",1
"Banerjee, Ashis Gopal",2
"Banerjee, Debasish",1
"Banerjee, Ishan",1
"Banerjee, M.",1
"Banerjee, Mousumi",1
"Banerjee, Parag",2
"Banerjee, Ryan Niladri",1
"Banerjee, Soumitro",1
"Banerjee, Suman",12
"Banerjee, Tarit K",1
"Banerji, Manjistha",2
"Banez, Caitlin",1
"Banfield, A.",1
"Bang, David",1
"Bangalore Prakash, Somashekar",1
"Bangdiwala, S. I.",2
"Banger, Ryan",1
"Bangerth, Stefan",1
"Bangs, Palph",1
"Bangs, Ralph",2
"Banham, David",1
"Banik, Kakali  Rita",1
"Banik, Stephen John",1
"Banis, George",1
"Banis, George E.",1
"Banis, George Efstratios",1
"Banka, Carole L.",1
"Banka, Holti",1
"Bankole, Caesar",1
"Banks, David",1
"Banks, Emily Anele",1
"Banks, H. David",1
"Banks, JoAnne",1
"Banks, Maria",1
"Banks, Sarah",1
"Banks-Richard, Kamakki",1
"Bannans, J. Frederic",1
"Bannigan, Agnes Patrice",1
"Bansal, Ankan",1
"Bansal, Megha",1
"Bansal, Priya",1
"Bansal, Siddharth",1
"Banspach, Stephen W.",1
"Bantle, John P",1
"Bantu, Hailu Gebremariam",1
"Banyas, Kelly",5
"Bao, Chongxi",2
"Bao, Han",1
"Bao, Jinsong",1
"Bao, Leiping",1
"Bao, Luoman",1
"Bao, S.",1
"Bao, Shuming",1
"Bao, Xiaozhong",1
"Bao, Yiming",1
"Bapat, Akshay Vinay",1
"Baqai, Bilal",1
"Baquet, C. R.",1
"Baquet, Claudia",1
"Baquet, Claudia R",1
"Bar-Noy, Amotz",2
"Bara, Samuel",1
"Barahona, Rosa",1
"Barainca, Pamela",1
"Baraka, Mohamed E.",1
"Baraldi, Andrea",1
"Baran, Matthew",1
"Baranoff, Lori",1
"Baranov, Oleg V.",1
"Baranyai, Vitalia",1
"Baras, John",24
"Baras, John S.",233
"Barati, Farima",1
"Barba, Allison Patricia",1
"Barbash, Rachel Ballard",1
"Barbeau, E. M.",1
"Barbeau, Elizabeth M",1
"Barbeau, Elizabeth M.",3
"Barbeau, Paule",1
"Barbeau, Rebecca A.",1
"Barber, Carolyn",1
"Barber, Edna Susan",1
"Barber, Edward S.",1
"Barber, Gabriela Anita",1
"Barber, Kendra Hadiya",1
"Barber, Nicholas",1
"Barber, Nicholas A",1
"Barber, P Alan",1
"Barbot, Oxiris",1
"Barbour, Krista",1
"Barbry-Crawford, Ava",1
"Barclay, C.",1
"Bard, Gregory Van",1
"Bard, Harry",1
"Bardack, Avi",1
"Bardales, Ricardo",1
"Bardi, Abigail",1
"Bardossy, Maria G.",1
"Bardwell, Wayne A.",1
"Barefoot, John C",1
"BAREFOOT, JOHN C.",1
"Barenblitt, Abigail",1
"Baret, Frédéric",1
"Barfield, Wanda D.",1
"Barforoush, Saranaz",2
"Barfourosh, A. Abdollahzadeh",1
"Barghi, Alexander",1
"Barham, Oliver M.",1
"Bari, Martha Ann",1
"Barik, Sabaysachi",1
"Barker, Andrew Neal",1
"Barker, Daniel Schaeder",1
"Barker, Lawrence E.",1
"Barker, Linda Suzann",1
"Barker, Ray",3
"Barker, Tyson Vern",1
"Barkhuff, D.",4
"Barkin, S. L.",4
"Barkley Brown, Elsa",2
"Barkley, Brett Evan",1
"Barkley, Sarice",1
"BARKMAN, ERIN",1
"Barkman, Jennifer Shari",1
"Barksdale, Debra J",1
"Barksdale, Debra J.",1
"Barletta, Stephanie Marie",1
"Barlev, Gilad Samuel",1
"Barlis, Julia Emily Christine",1
"Barlow, Kimberly K.",1
"Barlow, William E",1
"Barna, Frank Carl",1
"Barnachea, LuLu",1
"Barnachea, Lutgarda",7
"Barnes, Alisha Nicole",1
"Barnes, Andrea",1
"Barnes, David M.",1
"Barnes, Marquis",3
"Barnes, Matt",1
"Barnes, Michael",1
"Barnes, Sean",1
"Barnes, V",1
"Barnes, Vernon A",1
"Barnes-Boyd, Cynthia",1
"Barnett , E.",1
"Barnett, Brian",1
"Barnett, Eli",1
"Barnett, Eli M.",1
"Barnett, John H.",1
"Barnett, John T.",2
"Barnett, Joshua Rush",1
"Barnett, Mark F.",1
"Barney, Timothy",1
"Barnhart, Craig M.",1
"Barnhart, Ian",1
"Barnhart, Janice",1
"Barnoskie, Randall",1
"Barnoy, Eran",1
"Barnoy, Ishai",1
"Barnshad, Michael J",1
"Barofsky, Meryl Yoches",1
"Baroiller, Jean-Francois",1
"Baroiller, Jean-François",1
"Baron, Sergio Daniel",1
"Barondess, Jeremiah A",1
"Barone, T. L.",1
"Barouch, Eytan",1
"Barr, Dana B.",3
"Barr-Anderson, Daheia Julina",1
"Barr-Harrison, Pat",1
"Barragan, Deborah I.",1
"Barrall, Angelica",1
"Barrall, Angelica Lynne",1
"Barrenechea, Francisco",1
"Barrera-Osorio, Felipe",1
"Barret, B.",1
"Barreto Bebianno Simoes, Marcia",1
"Barrett, Adam David",1
"Barrett, B.",2
"Barrett, Bradley A.",2
"Barrett, Chris",1
"Barrett, Courtenay Anna",2
"Barrett, Jessica Ann",1
"Barrett-Connor, Elizabeth",1
"Barretto, Brenda",1
"Barrie, Daniel",1
"Barrie, Mariama",1
"BARRINGTON, VANESSA",1
"Barrios, Chelsey S.",1
"Barrios, Shannon L.",1
"Barroeta, Carlos Eduardo",1
"Barron, Mark Alan",1
"Barron, Sara C.",1
"Barrow, S.",3
"Barrow, S.P.",2
"Barrow, Sadara",1
"Barry, Chris",1
"Barry, John M.",1
"Barry, John Mannix",1
"Barry, Kevin",1
"Barshis, Daniel J.",1
"Barstead, Matthew",1
"Bartels, Meike",1
"Bartels-Andrews, Lucy",1
"Barten, Françoise",1
"Barth, A. J.",1
"Barth, Nicole",1
"Barth, R.",1
"Barth, Sara",1
"Barth, Sara E.",1
"Barth, Zohara",1
"Barthold, Christine Hoffner",1
"Bartholomew, Brad",2
"Bartilson, Thomas H.",1
"Bartis, Elliot Andrew James",1
"Bartis, Sebastian",1
"Bartles, Jason A.",1
"Bartleson, Richard Dixon",1
"Bartlett, Harrison",1
"Bartlett, Helen R.",1
"Bartlett, Lynley Raymond",1
"Bartlett, Roscoe, Jr.",1
"Bartley, Alice P.",1
"Bartolotta, Robert Joseph",1
"Barton, Elizabeth Taussig",1
"Barton, Patricia",1
"Barton, S. A.",1
"Barton, Sue",1
"Barton, William Elliott",1
"Bartram, Jamie",1
"Bartram, M. Thomas",1
"Bartusek, John D.",4
"Barua, Rajeev",2
"Baruah, Angira",1
"Baruah, Sanjoy",1
"Baruch, Ayelet",2
"Baruth, Meghan",1
"Barwulor, Catherine",1
"Bas Vicente, Javier",1
"Basch, Rebecca",1
"Baschnagel, Charles Norbert",1
"Basdeo, Dax",1
"Basen-Engquist, Karen",1
"Basenback, Nicole",1
"Bashore, Brein",1
"Bashore, Cynthia Diana Jennings",1
"Bashore, Cynthia J.",1
"Bashyam, Sridhar",2
"Basili, Victor",7
"Basili, Victor R.",51
"Basili, Victor Robert",1
"Baskaran, Eswaran",1
"Baskett, Robert",1
"Baskin, Monica",1
"Basrur, Veidhes",1
"Bass, Eric B",1
"Bassam, Seyed Soroush -",1
"Bassett, D. R.",1
"Bassett, M.",1
"Bassich-Zeren, Celia J.",1
"Bassily, Raef Bahi",1
"Basta, Nicole",1
"Bastani, Roshan",3
"Bastida, E. M.",1
"Bastos, Fabiano Rodrigues",1
"Basurto-Dávila, Ricardo",1
"Batada, Ameena",1
"Batch, Bryan",1
"Bateman, Amelia",1
"Bates, Archie",1
"Bates, Archie Lee",1
"Bates, Benjamin Michael",1
"Bates, BR",1
"Bates, Janet",1
"Bates, L.M.",1
"Bates, Matthew Clark",1
"Bates, Nancy",1
"Bates, R. P.",1
"Bates, Tovah",1
"Batigne, G.",4
"Batista, Sabrina",1
"Batlevi, Yakup",1
"Batool, Nazre",1
"Batory, Anne Heineman",1
"Batres, Nestor",1
"Batson, Bryan",1
"Battaglia, Fabio",1
"Battersby, Kenneth Arthur",1
"Battilotti, S.",2
"Battle, Glenda",1
"Battle, Jeremiah",1
"Batts-Turner, Marian",1
"Batugo, Ashley",1
"Baty, Bonnie Jeanne",1
"Batzer, Mark A",1
"Bauchner, Howard",1
"Bauchspies, Cynthia",1
"Bauer, Daniel J.",1
"Bauer, Deborah Anne",1
"Bauer, Erin Louise",1
"Bauer, Laurie Jean",1
"Bauer, Mariah Mitchell Lynch",1
"Bauer, P J",1
"Bauer, P.J.",3
"Bauer, Rosemary Aileen",1
"Bauer, Ursula E.",1
"Baughman, Kathleen Marie",1
"Baughman, Susan",1
"BAUM, ANDREW",1
"Baum, Andrew",1
"Baum, Brian Svercauski",1
"Baum, Fran E",1
"Baum, Ittai",1
"Baum, Melissa",1
"Baum, Sara",1
"Baum, Sara J.",1
"Baum, Vicki M.",1
"Bauman, Adrian E.",1
"Bauman, Jessica",1
"Bauman, Samuel",1
"Baumann, Ellen Christina",1
"Baumann, Paul J.",1
"Baume, Michael Jarret",1
"Baumgarten, Bruce Edward",1
"Baumgarten, David",1
"Baumgartner, Wayne",1
"Baumhofer, Kau'i N",1
"Baummer, Thomas Buchanan",1
"Baune, Bernhard T.",1
"Baur, Cynthia",1
"Baur, Patrick",1
"Bauseman, Robert L",1
"Bavier, John",1
"Bawek, Dean",1
"Baxter, Amy R.",1
"Baxter, Caitlin S.",1
"Baxter, Ethan",1
"Baxter, Jorge Grant",1
"Baxter, Stephen Robert",1
"Bayer, Marci",1
"Bayer, Teresa Ann",1
"Bayes, Christina L.",1
"Baykoucheva, S",8
"Baykoucheva, Svetla",52
"Baykousheva, S",14
"Baykousheva, S.",6
"Baykousheva, S. P.",5
"Baykousheva, S.P.",1
"Baykousheva, Svetla",9
"Baykousheva, Svetla P.",2
"Bayles, C. M.",1
"Baylin, Stephen",1
"Bayliss, Ann",1
